Município,IVAF,IPA,IPOPR,IPROPR,IFAREA,IFAMB,IFIGUAL
458 - Mercedes,"0,0007616278323","0,00224313781","0,001701881535","0,002084597124","0,0009899209774",0,"0,002506265664"
729 - Mirador,"0,0003466235762","0,001205458227","0,0004883035629","0,0004400621347","0,001111697368",0,"0,002506265664"
614 - Miraselva,"0,000153576897","0,0006142435052","0,000282014892","0,0003524003549","0,0004501823994",0,"0,002506265664"
435 - Missal,"0,001197378324","0,003797462973","0,003299313111","0,003923741265","0,001619916173",0,"0,002506265664"
817 - Moreira Sales,"0,0009868917232","0,001929047774","0,001744967144","0,003972831861","0,001770160422",0,"0,002506265664"
117 - Morretes,"0,0003593083042","0,0005299521574","0,005575016614","0,0028665402","0,003444860961","0,002220326768","0,002506265664"
631 - Munhoz de Melo,"0,0004663639719","0,001820857555","0,0004556629504","0,000846812793","0,0006860303468",0,"0,002506265664"
620 - Nossa Senhora Das Gracas,"0,0002477624118","0,0009480226502","0,0004269392114","0,0006136324587","0,0009317845084",0,"0,002506265664"
728 - Nova Alianca do Ivai,"0,0001309171701","0,0005234099879","0,0002545967775","0,0004067506583","0,000659263556",0,"0,002506265664"
533 - Nova America da Colina,"0,0002542064614","0,0005378057289","0,0006227828864","0,0008310336726","0,0006465055529","0,003092916359","0,002506265664"
424 - Nova Aurora,"0,002169375687","0,007817844294","0,001844847418","0,004042961285","0,002367385061","0,0002255031787","0,002506265664"
810 - Nova Cantu,"0,0006483443695","0,002073160027","0,002167989482","0,002242388328","0,002768336578",0,"0,002506265664"
714 - Nova Esperanca,"0,001470211529","0,002735343793","0,001496245677","0,002605308096","0,002021317973",0,"0,002506265664"
344 - Nova Esperanca do Sudoeste,"0,0003124498377","0,001808361659","0,002189532286","0,002123168307","0,001036700322","0,00237815141","0,002506265664"
532 - Nova Fatima,"0,0005321397555","0,001317000214","0,00100402524","0,0006504504062","0,001417038909","0,002125388677","0,002506265664"
459 - Nova Laranjeiras,"0,0005379678052","0,002265333642","0,005789791844","0,003885170081","0,006047993907","0,003618542013","0,002506265664"
737 - Nova Londrina,"0,001002895259","0,001124999706","0,0006874112991","0,0009993442899","0,001353649144","0,000677751043","0,002506265664"
840 - Nova Olimpia,"0,0003243036367","0,001392272481","0,0005340004204","0,000755644542","0,0006747732853",0,"0,002506265664"
336 - Nova Prata do Iguacu,"0,001074268264","0,003045038564","0,002813620797","0,00273504753","0,001745795137",0,"0,002506265664"
658 - Nova Santa Barbara,"0,0001188317366","0,0005355785069","0,0004106189052","0,0003839585956","0,0004013017366",0,"0,002506265664"
427 - Nova Santa Rosa,"0,001842963539","0,005532947609","0,00150864911","0,003015565226","0,001024792853",0,"0,002506265664"
442 - Nova Tebas,"0,0003596295332","0,001449780118","0,00294222481","0,00342406912","0,002729212035","0,006922377489","0,002506265664"
655 - Novo Itacolomi,"0,0003884293784","0,001643265537","0,0008088343776","0,001220251975","0,0008058054818",0,"0,002506265664"
209 - Ortigueira,"0,001453889643","0,004559472856","0,009004239363","0,008068390214","0,01216728254","0,0003170625511","0,002506265664"
709 - Ourizona,"0,0003865276145","0,001052538818","0,000219344916","0,0009590198712","0,0008776505502",0,"0,002506265664"
447 - Ouro Verde do Oeste,"0,0008089226337","0,003097413832","0,001079098649","0,001567392623","0,001471473055",0,"0,002506265664"
708 - Paicandu,"0,001190987227","0,001035716263","0,0003205308147","0,001453432309","0,0008590889065",0,"0,002506265664"
309 - Palmas,"0,003072603173","0,003357881946","0,002019148289","0,002422971594","0,007829861672","0,0006620128292","0,002506265664"
131 - Palmeira,"0,003155196391","0,006904328088","0,008322050562","0,008275272015","0,007361417817","0,001195653859","0,002506265664"
405 - Palmital,"0,0004692777007","0,002013251323","0,004873896258","0,004309453096","0,004090666075","0,004356190931","0,002506265664"
414 - Palotina,"0,005089280635","0,009697816271","0,002635403053","0,004612762854","0,003264848039","0,0004252113986","0,002506265664"
727 - Paraiso do Norte,"0,0007413619914","0,0007855155804","0,0004393426442","0,0009222019237","0,00102144075","0,001920884688","0,002506265664"
718 - Paranacity,"0,001256771997","0,001088737077","0,0005098463672","0,0010589543","0,001741142219",0,"0,002506265664"
118 - Paranagua,"0,01355402407","0,0002134407965","0,003318244666","0,001988169166","0,004071153835","0,008035423375","0,002506265664"
720 - Paranapoema,"0,0001428882103","0,0004260397424","0,0001899683647","0,00007188265945","0,0008918094321",0,"0,002506265664"
730 - Paranavai,"0,00478755996","0,004836609406","0,002521160909","0,003755430647","0,005989907469","0,0002292640384","0,002506265664"
460 - Pato Bragado,"0,0007063107525","0,002157925386","0,001193993605","0,0009555134","0,0006836288404",0,"0,002506265664"
316 - Pato Branco,"0,00728192731","0,006154319092","0,002793383617","0,004553152844","0,0026907379","0,0003230855231","0,002506265664"
302 - Paula Freitas,"0,0005190602179","0,002414028375","0,001753453703","0,002864786964","0,002129035544","0,0002121847354","0,002506265664"
303 - Paulo Frontin,"0,0005152362443","0,001934209739","0,003094330064","0,003978091568","0,001852862301","0,0001260216102","0,002506265664"
803 - Peabiru,"0,0009179491811","0,002731913172","0,001707104033","0,002207323616","0,002338216763","0,002479336361","0,002506265664"
855 - Perobal,"0,0005717339102","0,001307740647","0,001679685919","0,00161648322","0,002040479993","0,000216394298","0,002506265664"
837 - Perola,"0,001225731608","0,0009241716565","0,00139571259","0,002684203698","0,001174336661","0,003229147716","0,002506265664"
333 - Perola D'oeste,"0,000327320188","0,001563649763","0,002333150981","0,002154726548","0,001020239997",0,"0,002506265664"
122 - Pien,"0,001955541667","0,001857087105","0,004382328634","0,003301342628","0,001282454484",0,"0,002506265664"
137 - Pinhais,"0,01280916714","0,0000193573596",0,"0,0000455841255","0,0003043909444","0,0128009746","0,002506265664"
345 - Pinhal de Sao Bento,"0,00008446533186","0,0007644674121","0,0009524530726","0,0008222674947","0,0004909079466",0,"0,002506265664"
527 - Pinhalao,"0,0002922746082","0,001818651373","0,001495592865","0,001539340854","0,001101891216","0,00004935794406","0,002506265664"
403 - Pinhao,"0,002356789454","0,004792618322","0,009721027213","0,004840683481","0,01002488861","0,0006318156905","0,002506265664"
203 - Pirai do Sul,"0,002720877766","0,007252689473","0,004779891294","0,003758937118","0,006723917914","0,004006511851","0,002506265664"
104 - Piraquara,"0,001701249645","0,0001853348552","0,03098834469","0,001460445252","0,001124555434","0,0815025116","0,002506265664"
404 - Pitanga,"0,002024223868","0,0045075892","0,007865081987","0,01175018497","0,00832697351","0,0001049116622","0,002506265664"
659 - Pitangueiras,"0,000384972832","0,001165805247","0,0005052766814","0,0005136980297","0,0006180376951",0,"0,002506265664"
732 - Planaltina do Parana,"0,0003970835579","0,001058580688","0,0008630177944","0,0007451251284","0,001784469398",0,"0,002506265664"
334 - Planalto,"0,0007842320062","0,002383963831","0,004952233728","0,004719710225","0,001734538076","0,007043649879","0,002506265664"
201 - Ponta Grossa,"0,028543065","0,006552894486","0,004490042655","0,004707437576","0,01021976086","0,002314291403","0,002506265664"
141 - Pontal do Parana,"0,0004098092656","0,00008596154093","0,0001155477682","0,0002770112242","0,001013285634","0,0008117100043","0,002506265664"
616 - Porecatu,"0,0006401000933","0,0009112653885","0,00179327525","0,0001718170884","0,001457614361",0,"0,002506265664"
132 - Porto Amazonas,"0,0002112613626","0,001055653534","0,001022303983","0,0004365556635","0,0009343861404","0,0007340901203","0,002506265664"
474 - Porto Barreiro,"0,0002816885103","0,001143620058","0,001940158007","0,001611223513","0,001832299401",0,"0,002506265664"
743 - Porto Rico,"0,0002063033852","0,0007519762388","0,0005000541834","0,0006259051079","0,001132810612","0,004091467273","0,002506265664"
307 - Porto Vitoria,"0,0002462896835","0,000824201032","0,001165269866","0,00108700607","0,001052860459",0,"0,002506265664"
663 - Prado Ferreira,"0,0004327866686","0,0009401937363","0,0002735283327","0,0002945435802","0,0007649798719",0,"0,002506265664"
337 - Pranchita,"0,0006047671053","0,001762813048","0,001320639182","0,002168752433","0,00112985876",0,"0,002506265664"
711 - Presidente Castelo Branco,"0,0003324923059","0,001105501717","0,0003832007907","0,000547009506","0,0007736353014",0,"0,002506265664"
602 - Primeiro de Maio,"0,001095716348","0,002286062875","0,0004889563752","0,002147713605","0,002054939063",0,"0,002506265664"
214 - Prudentopolis,"0,002016953266","0,005213224549","0,01718789373","0,0196520178","0,01132690537","0,002300763748","0,002506265664"
856 - Quarto Centenario,"0,000913360215","0,002716169181","0,001269067014","0,001192200205","0,001613261999",0,"0,002506265664"
510 - Quatigua,"0,00059702386","0,005525105711","0,0004393426442","0,0007433718928","0,0005643540193","0,002667930865","0,002506265664"
114 - Quatro Barras,"0,002603761121","0,0001305039458","0,001246871397","0,0008976566253","0,0009038669958","0,01880028164","0,002506265664"
461 - Quatro Pontes,"0,0008557837927","0,003039646482","0,0008917415334","0,001427133775","0,0005787630581",0,"0,002506265664"
425 - Quedas do Iguacu,"0,001844291996","0,003084081598","0,006278748219","0,003373225287","0,004117733054",0,"0,002506265664"
741 - Querencia do Norte,"0,0007791179198","0,002078931899","0,00268109991","0,002210830087","0,005041962823","0,008810266574","0,002506265664"
805 - Quinta do Sol,"0,0005941947091","0,001762776282","0,0008336412431","0,0007573977776","0,001630372733","0,0007745314545","0,002506265664"
123 - Quitandinha,"0,0005738133718","0,002624360751","0,007965615073","0,005783924232","0,00223510208","0,0001639924599","0,002506265664"
462 - Ramilandia,"0,0002630869397","0,001149140034","0,001365030415","0,00123427786","0,001201103452","0,002700644644","0,002506265664"
604 - Rancho Alegre,"0,0003516172482","0,0008462203534","0,0003166139412","0,0008012286675","0,0008405772941",0,"0,002506265664"
851 - Rancho Alegre D'oeste,"0,0005869332488","0,001694362961","0,0003551298639","0,0007503848352","0,001200352981",0,"0,002506265664"
332 - Realeza,"0,00115183616","0,003261072329","0,002965073239","0,002906864619","0,001778565694",0,"0,002506265664"
218 - Reboucas,"0,0006811730111","0,002784358198","0,004354910519","0,00574885952","0,002408010545","0,001278013705","0,002506265664"
319 - Renascenca,"0,0008233181171","0,00279075551","0,002171906355","0,002275699804","0,002132537741","0,0008643272561","0,002506265664"
210 - Reserva,"0,001369043187","0,005085485838","0,008464363632","0,006488724942","0,0081791808","0,00002678255742","0,002506265664"
475 - Reserva do Iguacu,"0,000413788241","0,001548868762","0,002220867274","0,001122070782","0,004165963309","0,003510196706","0,002506265664"
502 - Ribeirao Claro,"0,00101958111","0,003240964765","0,002345554414","0,002158233019","0,00316118301","0,001049797715","0,002506265664"
521 - Ribeirao do Pinhal,"0,000356751446","0,001064441155","0,001596778763","0,001434146718","0,001882380817",0,"0,002506265664"
219 - Rio Azul,"0,0008166959333","0,002785666127","0,005928188041","0,007289953609","0,003005785529","0,001601926896","0,002506265664"
638 - Rio Bom,"0,0001805209915","0,0008545514861","0,0008662818556","0,00101512341","0,000888157141",0,"0,002506265664"
463 - Rio Bonito do Iguacu,"0,0008244183213","0,003149286862","0,006749425852","0,003222447026","0,003436205532","0,001174941721","0,002506265664"
227 - Rio Branco do Ivai,"0,0002750520664","0,0007770975185","0,001944727692","0,0008433063218","0,001909547859",0,"0,002506265664"
109 - Rio Branco do Sul,"0,005367816525","0,001276185731","0,00561744941","0,003497705015","0,004103273984","0,0001748623645","0,002506265664"
126 - Rio Negro,"0,00243471173","0,003268713337","0,003632247358","0,004086792175","0,003025497895","0,001517343429","0,002506265664"
627 - Rolandia,"0,006646013453","0,004400307597","0,002032204534","0,002912124325","0,002272275398","0,01629408558","0,002506265664"
809 - Roncador,"0,001322933679","0,003304859613","0,002883471708","0,003548548847","0,003709777143","0,000424524725","0,002506265664"
828 - Rondon,"0,001349828646","0,001845229868","0,00117506205","0,001721677356","0,002759130803",0,"0,002506265664"
221 - Rosario do Ivai,"0,0001879358778","0,0009106449689","0,00187161272","0,002670177813","0,001890385839",0,"0,002506265664"
629 - Sabaudia,"0,001086338976","0,002168993123","0,0006521594376","0,001302654048","0,0009582010795","0,005176011691","0,002506265664"
325 - Salgado Filho,"0,000269991978","0,001983954882","0,001402893525","0,001683106172","0,0009387388709",0,"0,002506265664"
504 - Salto do Itarare,"0,0001179183931","0,001160012369","0,0009498418236","0,001793560015","0,001000227443",0,"0,002506265664"
329 - Salto do Lontra,"0,0008865324553","0,004020279511","0,00408529906","0,003392510879","0,001563180583","0,00006399461728","0,002506265664"
519 - Santa Amelia,"0,0001690890889","0,0003554172383","0,0005986288332","0,000590840396","0,0003920459304","0,0006135209989","0,002506265664"
609 - Santa Cecilia do Pavao,"0,0002986635009","0,000473551278","0,0003845064152","0,001200966383","0,0005314833995",0,"0,002506265664"
740 - Santa Cruz do Monte Castelo,"0,0005009834097","0,001732294918","0,001526927853","0,001414861126","0,002215990091","0,0026343209","0,002506265664"
633 - Santa Fe,"0,0008437011796","0,002000384962","0,0007833746999","0,001220251975","0,001382267096","0,0003509686821","0,002506265664"
426 - Santa Helena,"0,00242227719","0,008754933694","0,00706799823","0,005946975143","0,003795781093","0,001092964448","0,002506265664"
625 - Santa Ines,"0,0001665141966","0,0004932746721","0,0004086604684","0,0003804521244","0,0007025407038",0,"0,002506265664"
739 - Santa Isabel do Ivai,"0,0004110575966","0,001509860562","0,0011084752","0,001961870632","0,001743994007","0,0003028029594","0,002506265664"
330 - Santa Izabel do Oeste,"0,0008529028367","0,002958260027","0,003728210759","0,003050629938","0,001612361434","0,003167578614","0,002506265664"
464 - Santa Lucia,"0,0003208404678","0,001400731818","0,0009067562151","0,001316679933","0,0006444042348","0,001919135078","0,002506265664"
465 - Santa Maria do Oeste,"0,0004307672199","0,001490288206","0,005411160739","0,004337504865","0,00416671378",0,"0,002506265664"
536 - Santa Mariana,"0,0009183856796","0,001989346195","0,002686322408","0,001158888729","0,002129135607","0,000727244878","0,002506265664"
746 - Santa Monica,"0,0002845357099","0,0008489264222","0,001368294476","0,0006241518723","0,001297714056","0,002149158814","0,002506265664"
446 - Santa Tereza do Oeste,"0,001067271048","0,002574745081","0,001499509738","0,00111856431","0,001635876185","0,001298149731","0,002506265664"
436 - Santa Terezinha de Itaipu,"0,001327999908","0,001742144843","0,001308235749","0,001733950005","0,001337739164","0,01530615973","0,002506265664"
505 - Santana do Itarare,"0,0002465892914","0,001442967342","0,001170492364","0,001465704959","0,001258739607",0,"0,002506265664"
513 - Santo Antonio da Platina,"0,002121995287","0,003997442751","0,003762156996","0,003801014773","0,003609664342","0,002981257016","0,002506265664"
724 - Santo Antonio do Caiua,"0,000131638489","0,0005285291374","0,0003942985989","0,000547009506","0,001111747399",0,"0,002506265664"
531 - Santo Antonio do Paraiso,"0,0002163590027","0,0005713648869","0,0003825479784","0,0006872683538","0,0008172126375","0,003514368697","0,002506265664"
327 - Santo Antonio do Sudoeste,"0,001230072998","0,003871404649","0,003382873079","0,003841339191","0,001629722325","0,0003433595537","0,002506265664"
624 - Santo Inacio,"0,001216198195","0,001214438664","0,0006978562951","0,0008608386778","0,001544168657",0,"0,002506265664"
725 - Sao Carlos do Ivai,"0,001259236619","0,0009264794435","0,0004406482687","0,0007924624895","0,001125956312","0,0001293977696","0,002506265664"
610 - Sao Jeronimo da Serra,"0,000490325078","0,001864907307","0,00370536233","0,003536276198","0,004126838766","0,001744440683","0,002506265664"
314 - Sao Joao,"0,00165081196","0,003664915366","0,002522466534","0,003809780951","0,001927659221","0,0003978049341","0,002506265664"
723 - Sao Joao do Caiua,"0,0002206714144","0,0007834464001","0,0005692522819","0,0006223986367","0,001527808394",0,"0,002506265664"
648 - Sao Joao do Ivai,"0,0007328555674","0,001738643105","0,001730605274","0,002701736054","0,001763756404",0,"0,002506265664"
130 - Sao Joao do Triunfo,"0,0008198506492","0,002578647104","0,006303555085","0,006925280605","0,00360125907","0,0000231176645","0,002506265664"
712 - Sao Jorge do Ivai,"0,0009296080708","0,003132332774","0,0004804698159","0,00199868858","0,001579240658",0,"0,002506265664"
324 - Sao Jorge do Oeste,"0,003281483403","0,003107377456","0,002527036219","0,002870046671","0,001894688538","0,00006229070981","0,002506265664"
843 - Sao Jorge do Patrocinio,"0,0003436262534","0,0009287713288","0,001633336249","0,002047779176","0,00204723423","0,02836629311","0,002506265664"
506 - Sao Jose da Boa Vista,"0,0003481291147","0,002667276573","0,001727994025","0,002017974171","0,001995701904","0,0002372532604","0,002506265664"
440 - Sao Jose Das Palmeiras,"0,0002381297676","0,001471192049","0,0009263405826","0,00129388787","0,000914173461",0,"0,002506265664"
105 - Sao Jose Dos Pinhais,"0,0638677067","0,005417595428","0,01783156661","0,009770781978","0,004735520592","0,0316270034","0,002506265664"
852 - Sao Manoel do Parana,"0,0004004956697","0,001945475161","0,0006129907027","0,0006171389299","0,0004722962715","0,004717401701","0,002506265664"
129 - Sao Mateus do Sul,"0,003467702227","0,005575231399","0,0101518833","0,01546879767","0,006714461982","0,0001164842645","0,002506265664"
421 - Sao Miguel do Iguacu,"0,002818060699","0,007728133168","0,006060708928","0,005878598954","0,004265575796","0,00314924781","0,002506265664"
466 - Sao Pedro do Iguacu,"0,0006732390843","0,002308397998","0,001590250641","0,001804079429","0,001546269975","0,0002206372405","0,002506265664"
645 - Sao Pedro do Ivai,"0,001208555796","0,001358374136","0,001385920407","0,001151875787","0,001615513412","0,001227136388","0,002506265664"
742 - Sao Pedro do Parana,"0,0002680429415","0,0007585444432","0,0005614185349","0,0008941501541","0,001275400058","0,006637144336","0,002506265664"
608 - Sao Sebastiao da Amoreira,"0,0005868714432","0,001350085027","0,0006743550541","0,0008660983846","0,001131109545","0,00469187425","0,002506265664"
832 - Sao Tome,"0,0009616370222","0,001454441023","0,0005894894617","0,001344731702","0,001091234531",0,"0,002506265664"
529 - Sapopema,"0,0002393151642","0,0007188424651","0,002078554204","0,001842650612","0,003392478102","0,0002483338363","0,002506265664"
745 - Sarandi,"0,002793219395","0,0007300185113","0,0004576213872","0,0007503848352","0,0005177748001",0,"0,002506265664"
346 - Saudade do Iguacu,"0,004206613848","0,001261743375","0,001648350931","0,001141356373","0,0007474188559","0,00009024877017","0,002506265664"
205 - Senges,"0,001376309097","0,002160462357","0,00215885011","0,002023233878","0,007206920901","0,001479515687","0,002506265664"
476 - Serranopolis do Iguacu,"0,0008463941817","0,003163607913","0,001466216313","0,001884728266","0,002421068736","0,01335987655","0,002506265664"
538 - Sertaneja,"0,001101196848","0,002337087601","0,0004648023219","0,000838046615","0,002247159643",0,"0,002506265664"
603 - Sertanopolis,"0,002152002591","0,003395938403","0,001257969206","0,002170505668","0,002531888254",0,"0,002506265664"
508 - Siqueira Campos,"0,001154288523","0,004048233844","0,003283645617","0,002542191615","0,001394474754","0,003869544766","0,002506265664"
338 - Sulina,"0,0003460556686","0,001913443896","0,001308235749","0,001718170884","0,0008739482277",0,"0,002506265664"
664 - Tamarana,"0,0008543559931","0,002939130229","0,004180609648","0,001476224372","0,002355977905","0,002530940665","0,002506265664"
726 - Tamboara,"0,0004036633571","0,0008846561532","0,0004360785829","0,001362264058","0,0009661560697",0,"0,002506265664"
829 - Tapejara,"0,002018412436","0,001993568885","0,0009348271418","0,001423627304","0,00298882489",0,"0,002506265664"
839 - Tapira,"0,0004657627488","0,001380105124","0,001567402212","0,002629853394","0,002181318341","0,0001867271385","0,002506265664"
216 - Teixeira Soares,"0,001155238049","0,004752829855","0,003581980815","0,003389004408","0,00451143002","0,0005300760712","0,002506265664"
208 - Telemaco Borba,"0,01268823761","0,00252264979","0,0009348271418","0,0003050629938","0,006917289216","0,003897740601","0,002506265664"
835 - Terra Boa,"0,001562908821","0,003266257892","0,001778913381","0,002174012139","0,001622467774",0,"0,002506265664"
734 - Terra Rica,"0,001125762398","0,001802803854","0,001861167724","0,002663164871","0,003494492095","0,00005618745309","0,002506265664"
415 - Terra Roxa,"0,002342814727","0,005232327942","0,002583830885","0,004479516949","0,004006113035","0,00124075796","0,002506265664"
207 - Tibagi,"0,002993254833","0,01036267022","0,00501098683","0,004014909516","0,0148785333","0,002107950618","0,002506265664"
120 - Tijucas do Sul,"0,0004470180354","0,001431580233","0,007998255686","0,004584711084","0,003359407356","0,005379982088","0,002506265664"
418 - Toledo,"0,01680036636","0,02503196802","0,00721618661","0,01085778805","0,00597619887","0,0002866337129","0,002506265664"
509 - Tomazina,"0,0004599195086","0,002522285087","0,003049938831","0,002976994043","0,002978268268","0,0004641191724","0,002506265664"
437 - Tres Barras do Parana,"0,001378844518","0,004443972465","0,00373996138","0,003978091568","0,002550049646","0,002630146274","0,002506265664"
138 - Tunas do Parana,"0,000239524298","0,001017382119","0,002261341634","0,0004067506583","0,003365761342","0,003859818918","0,002506265664"
830 - Tuneiras do Oeste,"0,0007079932256","0,002297413289","0,001776954944","0,002519399552","0,003505999313",0,"0,002506265664"
438 - Tupassi,"0,001446217653","0,003745802538","0,00111696176","0,002941929331","0,001558827853","0,001469549115","0,002506265664"
430 - Turvo,"0,001036090272","0,001777910574","0,005720593746","0,003709846522","0,004648816202","0,006204344936","0,002506265664"
812 - Ubirata,"0,003274909548","0,00617805138","0,002063539522","0,004486529891","0,003268050048","0,0005584960512","0,002506265664"
822 - Umuarama,"0,006319458069","0,004487569634","0,004713957256","0,005838274536","0,006175123655","0,0008953573103","0,002506265664"
301 - Uniao da Vitoria,"0,002771577995","0,001243973309","0,001796539312","0,002849007844","0,003586900062","0,002471012967","0,002506265664"
716 - Uniflor,"0,0001900283472","0,0006902225735","0,0003126970677","0,0004856462602","0,000475098029",0,"0,002506265664"
535 - Urai,"0,0004749037165","0,001137855194","0,001380045096","0,001651547932","0,001188695669","0,0004590680459","0,002506265664"
222 - Ventania,"0,0007814495095","0,001962353284","0,002249591013","0,001199213148","0,004091916859","0,00158443987","0,002506265664"
439 - Vera Cruz do Oeste,"0,0007243910197","0,003195326024","0,001377433847","0,002023233878","0,001655638582","0,0001795657754","0,002506265664"
322 - Vere,"0,001041276361","0,003679361923","0,003000977913","0,003324134691","0,001567433251","0,00007861565965","0,002506265664"
467 - Virmond,"0,0002846349562","0,00101039239","0,001351321357","0,001607717042","0,001217363652",0,"0,002506265664"
318 - Vitorino,"0,0009452935315","0,002565904907","0,001648350931","0,001721677356","0,001536113604","0,0008012503798","0,002506265664"
507 - Wenceslau Braz,"0,0008945813854","0,003314967473","0,002473505615","0,002536931908","0,00196883505","0,0002210904423","0,002506265664"
821 - Xambre,"0,0002566567038","0,0009888881947","0,002625610869","0,002465049248","0,001797327464","0,000353917986","0,002506265664"
